id,commentaire,humeur
2013,"Ce matin, je suis rentré à la maison, et je n'ai rien trouvé. C'est la première fois que je viens ici. Vous avez déjà été chez vous? J'y suis allé à l'automne dernier. Il y avait",Frustré
2014,"Ce matin, je me suis réveillé dans la rue. Je me souviens que j'étais en train de parler à un type. Il m'a dit que si je ne lui disais pas la vérité, il me tuerait. C'est un",Paisible
2015,"Ce matin, je n'avais plus rien à faire, mais j'étais en train de lire le livre de M. le curé de Saint-Gervais, qui m'a demandé de lui envoyer une petite copie. --C'est très",Relaxé
2016,"Ce matin, je me suis dit que c'était une idée de génie. Je n'ai pas pu résister à la tentation de le faire. J'aurais pu te tuer, mais je ne l'avais pas fait. Tu sais, j",Stressé
2017,"Ce matin, je me suis réveillé en sueur. J'ai vu le visage de l'homme qui m'a attaqué. Il était à la morgue. Je suis allé chez lui. On a parlé de ça, mais je ne voulais pas le",Relaxé
2018,"Ce matin, je me suis réveillée, et j'ai vu un homme qui était à la porte. Je lui ai dit que je le trouverais ici. Et il m'a dit de me rendre à sa porte, mais il n'y",Relaxé
2019,"Ce matin, je l'ai vu, dans sa chambre, en train de faire sa toilette. Il était très beau. C'est pour ça qu'il est venu. Je me suis dit que je lui avais dit de ne pas le faire",Frustré
2020,"Ce matin, je suis allée voir mon amie, la mère de mes enfants, et elle m'a dit que je devais aller voir un film avec elle. Je l'ai appelée, elle est venue et m 'a demandé si je voulais aller",Frustré
2021,"Ce matin, je me suis réveillé avec une migraine et un malaise. Je ne peux pas m'empêcher de penser à la nuit dernière. J'ai vu la voiture de mon père. Il a conduit jusqu'à la gare. C'",Content
2022,"Ce matin, je me suis réveillée, et je n'avais plus rien à manger. Et vous êtes partie. Vous avez dit que vous étiez allée à la maison. Je n 'avais pas de maison, alors je suis allée chez le médecin.",Relaxé
2023,"Ce matin, je me suis fait virer. J'ai pas pu faire mieux. C'est pas moi qui ai fait ça. Tu vas pas le dire à ta mère? Elle va le faire, si tu le dis à ton père. Et",Motivé
2024,"Ce matin, je me suis réveillée, j'ai vu la lumière du jour, et je suis entrée dans le salon. Je suis restée là, à regarder la télévision, pendant que le monde s'éclairait. C'est comme si",Heureux
2025,"Ce matin, je suis allé à la gare, et j'ai vu un train qui arrivait. Je n'avais pas de billets pour la foire. C'est là que j 'ai réalisé que c'était une erreur. Le train n",Frustré
2026,"Ce matin, je me suis réveillée avec une idée, et c'est la même chose que je ne voulais pas faire. Je ne peux pas te dire combien de fois j'ai pensé que ça allait être une bonne idée. Et cà n",Fatigué
2027,"Ce matin, je ne suis pas rentré. J'ai pensé que tu voudrais savoir. Je sais que ça peut paraître fou, mais je sais aussi que je dois être honnête avec toi. C'est juste que... je n'étais pas sûr",Frustré
2028,"Ce matin, je suis allé chez lui pour le voir. Il était là, à côté de moi, avec sa fille, et il m'a dit: ""Tu as été très courageux, mon garçon"". Et il a dit qu'il était",Relaxé
2029,"Ce matin, je me suis réveillée avec un sac sur la tête. Je me souviens de mon premier jour dans un hôpital. J'étais tellement effrayée que j'ai oublié de l'ouvrir. Mais ça a été le cas, parce que je",Enervé
2030,"Ce matin, je l'ai vu se lever, et il m'a dit qu'il allait s'en aller. Il ne m a pas dit pourquoi il voulait s 'en sortir. C'est comme s""il avait eu peur",Motivé
2031,"Ce matin, je suis allée chez la vieille dame, elle m'a dit qu'elle était enceinte de moi. Je ne sais pas si elle a parlé de toi ou si c'était une histoire de fantôme ou autre chose. Elle a dit",Paisible
2032,"Ce matin, je me suis fait une amie. Elle a dit qu'elle m'aimait. Je suis allé la voir, mais elle ne m 'a pas laissé le choix. J'ai dit que je ne voulais pas qu 'elle sache",Stressé
2033,"Ce matin, je suis allé chez un ami, à Paris, et j'ai trouvé une femme de chambre qui m'a dit qu'elle avait une fille, qui est venue ici, pour me demander si je voulais lui donner une petite fille",Neutre
2034,"Ce matin, je suis allé à la maison de ma mère. Elle était dans le jardin. C'est là que je l'ai trouvée. Je lègue tous mes biens à l'_American Record Company_, qui en fera don à sa mort",Content
2035,"Ce matin, je suis allée au bureau de l'inspecteur de police. J'ai fait une petite recherche sur la mort de votre mari. Je suis sûre que vous avez eu des nouvelles de lui. C'est un homme très important. Il",Enervé
2036,"Ce matin, je suis venu vous voir et je vous ai demandé si vous pouviez m'aider à vous sortir de là. Je sais que vous voulez aider, mais je ne peux pas vous aider. Et je veux que ça soit fait. J'",Relaxé
2037,"Ce matin, je vous ai demandé de ne pas vous inquiéter pour moi. Vous m'avez dit que vous aviez un problème avec les enfants. J'ai un petit problème, moi aussi. Mais vous devez me dire ce qui s'est passé",Stressé
2038,"Ce matin, je n'ai pas pu dormir. J'étais dans le salon, dans la salle à manger. Je n 'avais pas le temps de m'habiller. C'est la 1 re fois que je viens ici. Vous avez",Relaxé
2039,"Ce matin, je me suis réveillé en plein milieu de la nuit. J'ai vu un homme, une femme, et je lui ai demandé si elle était là. Elle m'a répondu qu'elle ne l'était pas. Je lui",Frustré
2040,"Ce matin, je suis allée chez le docteur. J'ai vu le Dr. Il a dit qu'il allait bien, mais quil ne pouvait pas s'en sortir. Alors, j'étais avec lui, et... Il m'",Frustré
2041,"Ce matin, je me suis réveillé à moitié endormi, et je n'ai pas eu le temps de me lever. J'étais sur le point de faire une attaque. C'est une petite attaque, mais j'en suis sorti indemne.",Paisible
2042,"Ce matin, je suis allée à la banque. Je suis entrée et j'ai vu une enveloppe sur la table. J'avais une carte, une clé. C'était la clé de la maison de mon père. Elle était dans la boîte",Neutre
2043,"Ce matin, je me suis levé et j'ai trouvé ma femme et mes enfants dans les bras de mon père. Je ne les ai pas revus depuis. Et je suis parti. J'étais dans la voiture avec les enfants. Ils étaient en",Motivé
2044,"Ce matin, je l'ai trouvée dans sa chambre, avec son visage, sa figure, ses mains et son bras, comme si elle était morte. Elle était couchée, elle n'avait plus que le visage et la figure de son père.",Relaxé
2045,"Ce matin, je me suis levé, et j'ai vu que je n'avais plus de chaussettes. C'est un bon jour pour dormir. Et je suis parti en courant. Il y a une fille ici qui est très malade. Elle",Enervé
2046,"Ce matin, je ne pouvais pas dormir, et j'ai fait des rêves horribles. J'étais à moitié endormi, à la suite d'une crise de somnambulisme. Tu as été dans un coma profond pendant une semaine. Et tu",Frustré
2047,"Ce matin, je ne suis pas rentré. Je suis allé voir ma mère. Elle était partie, j'ai fait ce qu'il fallait pour l'éviter. J'avais léché son petit cul. Mais je n'en ai pas",Content
2048,"Ce matin, je suis allé chez le dentiste, et j'ai trouvé une petite vieille qui m'a dit qu'elle avait vu une femme qui avait une grosse tête. Je lui ai demandé ce quil en était. Elle m 'a",Relaxé
2049,"Ce matin, je me suis dit que j'allais prendre une douche et me changer. Tu sais, j'me suis mis à l'eau. Je me disais que je pourrais aller me laver. Et j'veux dire, ça m'",Neutre
2050,"Ce matin, je l'ai vu, en me couchant, se promener sur le pont du chemin de fer, avec son grand chapeau de paille, son manteau de soie et son chapeau à larges bords, et il était si beau qu'il semblait",Content
2051,"Ce matin, je me suis levée et j'ai dit: ""Vous pouvez me donner une minute? "" J'étais en train de me promener dans la rue, quand soudain j ai vu que quelqu'un était entré. Il y avait une",Frustré
2052,"Ce matin, je suis allé au bureau de poste. Je voulais vous remercier d'avoir aidé à faire passer la lettre. J'ai fait une petite enquête sur l'accident. Le bureau du shérif est un lieu de rencontre pour les gens qui",Motivé
2053,"Ce matin, je me suis levé tôt, et je suis allé au travail. J'ai vu un homme qui me regardait. Il m'a dit: ""Tu es le fils de la femme que tu as épousé"". Je lui ai dit que",Frustré
2054,"Ce matin, je suis allé à la pêche. Et je me suis dit: ""Si tu veux, on peut aller pêcher"". Je me souviens de la première fois où j'ai eu cette idée. J'avais un poisson qui nageait dans",Relaxé
2055,"Ce matin, je me suis dit que je devais avoir une nouvelle vie. J'ai pensé que peut-être, tu pourrais m'aider à me remettre de mon opération. Tu es en train de me dire que tu ne peux pas me faire",Neutre
2056,"Ce matin, je me suis dit: ""Si je ne le fais pas, il me tuera"". Et j'ai pris un couteau. Et je lui ai dit que je le tuerais. Je l'aurais tué moi-même. Mais je",Stressé
2057,"Ce matin, je vous ai dit que j'étais malade, et que je n'avais pas le droit de me plaindre. Je ne sais pas ce que vous pensez de moi, mais je ne me plains pas de vous. J'ai une",Neutre
2058,"Ce matin, je me suis dit que je pouvais m'occuper de toi. Tu ne peux pas t'en occuper, et tu ne le feras jamais. Je ne veux pas que tu sois blessé. Si tu me touches, tu vas finir en",Paisible
2059,"Ce matin, je me suis réveillé dans un lit et j'ai vu que je ne dormirais plus. Il y a des choses que vous ne pouvez pas comprendre. Je ne suis pas un être humain, mais je suis un animal. J'",Motivé
2060,"Ce matin, je suis allé au cinéma. J'ai trouvé un petit ami. Il s'appelle David. David, David... David est un nom d'emprunt. Vous êtes un homme très bien, très gentil. Mais David n'est",Heureux
2061,"Ce matin, je me suis rendu compte que la nuit dernière était la meilleure que j'aie jamais eue. J'ai passé la journée à chercher ce que je pouvais faire pour que ça marche. Je me souviens que tu m'as dit de",Motivé
2062,"Ce matin, je me suis réveillé avec une migraine. Tu as été très occupé. Je suis allé voir ma mère. Elle a dit qu'elle allait mieux. On a parlé, on a discuté, et je lui ai dit que je voulais",Motivé
2063,"Ce matin, je suis allé à l'école, j'ai vu une fille, elle avait léché mes cheveux. Je me suis mis à pleurer, et je me souviens que je pleurais quand je la voyais. Elle avait des petits yeux",Content
2064,"Ce matin, je suis allé à la maison, et j'ai trouvé la voiture de ma femme. Elle est partie pour l'hôpital. C'est une belle voiture, hein? Cadeau de mariage de l'man. Tu ne vas",Frustré
2065,"Ce matin, je vous ai demandé de ne pas venir. Vous savez, j'ai été très occupé ces derniers temps. Je ne pense pas que vous vous souveniez de moi. Et bien, vous avez l'air un peu... en",Stressé
2066,"Ce matin, je n'ai pas pu aller chez le docteur, car il m'a dit qu'il n 'y avait pas de remède. Il m 'a promis de me faire un bon dîner. J'avais peur que vous ne",Heureux
2067,"Ce matin, je suis allée au restaurant, j'ai pris un verre et j'me suis couchée. Je me suis réveillée et je me souviens que j'dois aller au cinéma. J'avais des cheveux noirs. Tu sais, quand j",Fatigué
2068,"Ce matin, je me suis dit: ""J'ai des amis à Paris, et je n'en ai pas"". J'y suis allé. Joignez-vous à moi pour dîner. C'est l'heure du dîner, vous",Enervé
2069,"Ce matin, je suis allé à la maison de retraite pour voir si quelqu'un avait une idée. Il a dit qu'il allait y aller et que c'était tout. J'ai dit: ""On ne peut pas y arriver"".",Frustré
2070,"Ce matin, je me suis réveillée dans le lit de mon mari. J'ai vu qu'il avait bu un verre d'eau. Je lui ai dit de ne pas s'en mêler. Et je lui en ai pris. Il a",Relaxé
2071,"Ce matin, je me suis rendu à la maison de l'oncle de Mme de Montesson, pour lui demander s'il avait vu Mme d'Escorval. --Je ne lirai pas, répondit-elle, mais je lirais",Frustré
2072,"Ce matin, je me suis levé tôt et je suis allé me coucher. J'ai passé la nuit à regarder les étoiles. Et puis j'en ai eu assez. Je me sens si vide. Mais je ne peux pas dormir. La nuit",Heureux
2073,"Ce matin, je l'ai vu entrer dans une pièce où il avait un manteau. Il avait une canne, et il était vêtu de noir. Je lègue cette canne à M. de Boursonne. Mettons que je ne le lui",Paisible
2074,"Ce matin, je n'ai pas eu la chance de te remercier. Je n 'ai jamais rien vu de tel. Mais je suis fier de toi. Tu es un grand garçon. J'espère que tu n as pas de problèmes. Il",Heureux
2075,"Ce matin, je suis allée à la cuisine, et je me suis mise à pleurer. Et j'ai vu une femme. Elle était assise sur le lit, les jambes croisées, avec une robe de soie verte. Je l'avais vue,",Paisible
2076,"Ce matin, je l'ai vu, il était étendu sur le lit, les bras croisés sur la poitrine, et la tête sur son épaule. Je n'avais pas vu le médecin depuis longtemps, mais j'en suis revenu très content.",Paisible
2077,"Ce matin, je n'ai pas pu dormir. J'étais en train de me dire que je ne devrais pas dormir, et j'en ai marre de penser à ce que j 'ai fait. Je ne sais pas comment ça a pu",Neutre
2078,"Ce matin, je me suis réveillée et je n'ai pas dormi. Je me souviens avoir été réveillée par une voix. J'étais dans la chambre d'une autre personne. Mais il y avait des voix qui me parlaient. Des voix que",Fatigué
2079,"Ce matin, je suis allée au restaurant. Tu as dit que tu voulais être avec moi. Mais je ne suis pas avec toi. Je ne veux pas que ça arrive. Ce n'est pas juste pour moi, d'accord? Tu es",Frustré
2080,"Ce matin, je l'ai vu avec un homme qui me regardait. Il a dit: ""Je ne vous ai pas vu"". Je luisais. J'étais si heureux. ""Vous ne m'avez pas vue?"" ""Non,",Content
2081,"Ce matin, je suis allé voir mon père, il était à l'hôpital. Je ne savais pas quoi faire, alors je me suis mis à crier. Il était tellement furieux qu'il m'a jeté dehors. C'était le seul",Frustré
2082,"Ce matin, je suis allé chez les flics. J'ai trouvé un homme dans le couloir de la mort, il a essayé de me violer. Il a dit qu'il allait me tuer, mais que ça n'arriverait pas. Je",Motivé
2083,"Ce matin, je suis allé au théâtre, et je me suis mis à pleurer. Il y avait un homme dans la salle. C'était un petit homme. Je me souviens que je lui ai dit: ""Si tu n'es pas capable",Paisible
2084,"Ce matin, je ne suis pas là. Je ne peux pas me permettre de rester ici. Vous avez un endroit où rester? Je n'ai pas de maison, pas d'amis. C'est une petite ville. On peut s'",Stressé
2085,"Ce matin, je me suis réveillée en sueur et j'ai vu une lumière. Je me rappelle de ce que j 'ai fait. J 'étais terrifiée. Mais je ne pouvais pas me laisser aller. Il y avait des gens dans la",Content
2086,"Ce matin, je l'ai vu, il m'a regardé et m 'a dit: ""Viens, on va te chercher une bière"". J'étais dans le coin, j'allais lui dire bonjour, et je suis entré,",Fatigué
2087,"Ce matin, je suis allé à la bibliothèque pour chercher un livre. Il y avait une page dans le livre, et je l'ai lue. Et je ne sais pas si c'est la même page, mais je pense que cest celle",Motivé
2088,"Ce matin, je me suis dit que je ne devais pas aller à la fête, mais que si je le faisais, j'allais voir les gens. Je ne voulais pas que tu te sentes obligé de venir. Il est tard, et je",Content
2089,"Ce matin, je suis allé voir un ami, un certain M. L'Héréec, qui était venu me voir il y a quelques jours, et qui m'a dit qu'il avait été chargé d'une mission secrète dans le",Heureux
2090,"Ce matin, je me suis réveillé avec une fièvre de travail, un petit-déjeuner avec mon père, et j'ai trouvé un job au bureau du procureur. J'étais à l'arrière d'un camion. Il y avait des gens",Paisible
2091,"Ce matin, je me suis levée et je suis allée au lit. Je suis tombée sur une vieille femme. Elle avait une robe noire. Et elle portait des lunettes. J'ai pensé que j'allais lui dire que je la trouvais jolie.",Paisible
2092,"Ce matin, je me suis levée pour me coucher. J'ai vu les lumières. Je me sens comme une petite fille. C'est comme si je regardais des images. Il y a des choses que je ne peux pas voir. Et il",Paisible
2093,"Ce matin, je suis allé à l'hôtel. J'ai trouvé la chambre d'amis de la victime. Il y avait une clé sur la porte. C'est la clé de l'_Aqua Nova_. C.J. est",Relaxé
2094,"Ce matin, je suis allée chez la directrice, elle a dit qu'elle avait un problème. Elle a trouvé un moyen de s'occuper de vous. Je ne veux pas être comme vous, mais je ne suis pas comme ça. Vous avez",Heureux
2095,"Ce matin, je me suis rendu chez un ami. Il a dit qu'il avait un rendez-vous avec un homme qui est à l'hôpital. Je lui ai demandé si c'était un médecin. C'est la première fois que",Content
2096,"Ce matin, je n'ai pas dormi, j'avais mal au ventre, et je me suis réveillée dans la salle de bains, en me disant: ""J'étouffe!"" J'étais dans une grande colère contre moi-même,",Heureux
2097,"Ce matin, je suis allé au restaurant. Je me suis assis à côté de lui, et il m'a demandé de le laisser. Il a dit: ""Tu ne peux pas faire ça"". Je lui ai dit que je ne pouvais pas.",Neutre
2098,"Ce matin, je me suis rendu chez ma tante. J'ai vu la chambre de ma mère, et elle est dans le salon. C'est un vrai château! Tu as vu sa chambre? Elle est magnifique! Elle a de belles choses",Motivé
2099,"Ce matin, je me suis réveillée à l'hôpital, et j'ai vu que javais perdu la mémoire. Je suis allée à la clinique. J'avais peur que ça ne soit pas la fin. C'est pas ce que je",Paisible
2100,"Ce matin, je me suis dit que je pourrais avoir besoin d'un peu de temps pour faire des trucs. Je ne suis pas sûr de vouloir faire quoi que ce soit. Tu es en train de me dire que tu ne veux pas faire quelque",Motivé
2101,"Ce matin, je me suis réveillé, en sueur, et je ne sais pas comment j'ai pu dormir. J'étais sur le point de partir, mais j'me suis dit: ""Oh, tu ne veux pas que je reste"".",Stressé
2102,"Ce matin, je suis allé à la maison. J'ai vu que tu avais une fille. Je n'avais pas le temps de te dire ça. Elle était avec toi? Jette-la dehors. Tu niques ta fille? Tu",Motivé
2103,"Ce matin, je suis allé au parc. J'ai trouvé un endroit pour moi. Je n'y suis pas allé depuis des années. Tu sais, la nuit où j'étais ici, j'me suis réveillé avec une robe. Et",Heureux
2104,"Ce matin, je suis rentré chez moi, j'ai vu les journaux. Je me suis dit que je n'avais plus rien à faire. Mais il y a eu des choses... Je ne sais pas, des trucs bizarres... J'en",Content
2105,"Ce matin, je suis allé à la maison de retraite des frères Grimm, pour voir si quelqu'un était venu les chercher. Et je me suis dit, ""C'est le moment"". Et, tu sais, ça m'a fait penser",Fatigué
2106,"Ce matin, je suis allé au bureau du procureur, et j'ai trouvé le corps de l'homme dans le coffre de la voiture. J'étais au tribunal, mais j""ai pensé que ça pourrait être moi. Je suis désolé,",Neutre
2107,"Ce matin, je l'ai vu dans le couloir, à l'""Ocean View"". Il est allé dans la salle de bains, a pris son sac et a sorti son portefeuille. Il a mis son téléphone sur écoute et il a dit qu",Stressé
2108,"Ce matin, je l'ai vu se lever, se diriger vers l'""Alhambra"", et, en le suivant, il m'a semblé voir une lumière qui brillait à travers les nuages. Il est vrai que je ne l",Motivé
2109,"Ce matin, je ne me suis pas levée. J'ai pensé qu'il y avait quelque chose que je voulais te dire. Tu sais, tu es une très belle femme. Et je pense que c'est important. Mais je suis très",Heureux
2110,"Ce matin, je suis rentré chez moi et j'ai trouvé la porte ouverte. J'étais à moitié endormi, et je me suis réveillé, en sueur, comme si j'savais rien vu. Et je m'en suis voulu. Je",Frustré
2111,"Ce matin, je ne suis pas allé chez toi, mais chez moi. J'ai été à l'hôpital. Il y a eu un accident, j'étais à côté de toi. Je n'avais pas de pouls. Mais je suis",Heureux
2112,"Ce matin, je suis rentré chez moi, et j'ai trouvé la maison vide. Je suis allé chercher du bois pour le feu. Tu as vu la porte? C'est la chambre de la fille. Elle a été prise dans un incendie",Content
2113,"Ce matin, je me suis réveillé en sursaut, et j'ai vu que mon frère était mort. Je me rappelle que j'suis allé chez lui et qu'il était sorti. Il était en train de pleurer. C'est à cause",Heureux
2114,"Ce matin, je suis allé chez le docteur pour voir ce qui se passait. J'ai demandé à la police de l'emmener au poste. Ils ont dit que c'était un accident. Je me suis dit qu'il fallait le signaler",Neutre
2115,"Ce matin, je suis rentré à la maison, et j'ai vu une femme qui me regardait d'un air effaré, comme si elle avait eu quelque chose à me dire. Elle me dit: ""Monsieur, vous êtes mon mari,",Enervé
2116,"Ce matin, je me suis dit: ""J'ai une idée"". J'avais envie de me coucher, et j'étais très fatigué. J'me suis couché à 7 h 30. C'est là que j'mets, j",Neutre
2117,"Ce matin, je ne suis pas sûr de ce qui se passe. Je ne sais pas si je peux vous dire quelque chose. Vous ne me croyez pas, mais je crois que vous avez une idée de qui je suis. Le gars qui m'",Motivé
2118,"Ce matin, je me suis dit: ""Je vais faire un petit tour dans le jardin, et je vais voir si je peux faire quelque chose"". Je suis allé à la salle de bains et j'ai regardé par la fenêtre. J'avais",Enervé
2119,"Ce matin, je ne sais pas pourquoi j'ai fait ça. J'étais à l'école avec mon père. Je me souviens que c'était à cette époque. Et je me suis souvenu de lui. Il m'a dit",Enervé
2120,"Ce matin, je ne suis pas allée au cinéma. J'ai un peu bu, mais... Jure-moi que tu ne feras pas ça. Je ne le ferai pas, moi. Tu sais, j'aurais dû te le dire avant",Stressé
2121,"Ce matin, je n'avais pas pu dormir. Je ne pouvais pas me lever. J'étais dans la rue. Il y avait un homme sur la terrasse. L'homme a été tué. Et vous ne vous êtes pas réveillé? Je",Stressé
2122,"Ce matin, je me suis réveillé dans un lit d'hôpital. Je n'avais pas de chemise. J'ai dû m'endormir dans le lit. Vous avez fait tout ce que vous pouviez. Il y a des choses que je ne",Relaxé
2123,"Ce matin, je l'ai fait entrer dans la maison. Je lirai la lettre, mais je ne veux pas que vous la lisiez. Elle est écrite avec des mots d'une écriture très simple. ""J'étais dans un état",Heureux
2124,"Ce matin, je me suis dit que j'étais bien en train de me faire virer de la société. J'ai décidé de faire un essai. Je me souviens de ce jour-là, quand jai rencontré le père de mon amie.",Content
2125,"Ce matin, je suis allé chez le docteur pour lui demander de me laisser aller. Il a dit qu'il n'y avait rien d'autre à faire que de dormir. Et puis, j'ai regardé autour de moi, et j",Heureux
2126,"Ce matin, je suis allé chez un ami de la famille. Il m'a dit que tu avais une petite amie. Elle est partie à l'hôpital. Je ne sais pas, c'est une bonne amie de ma mère. Tu veux",Relaxé
2127,"Ce matin, je me suis dit que j'avais des choses à faire. Je me disais que je pourrais peut-être... aller à la bibliothèque, voir des livres. Tu veux que ce soit un bon bouquin? Je vais aller voir les livres",Neutre
2128,"Ce matin, je vous ai vu, j'ai eu peur, et je suis partie. Je suis allée à l'école, mais je n'y suis jamais retournée. J'étais trop jeune pour le savoir. Et je ne pouvais pas",Heureux
2129,"Ce matin, je me suis rendu compte que le monde est devenu un peu plus... un endroit où on peut se sentir mieux. J'ai été un père merveilleux. Mais je n'étais pas le genre de père que tu voudrais avoir. Tu",Stressé
2130,"Ce matin, je suis allée chez elle et j'ai trouvé une robe de mariée, un manteau de dentelle, une chaîne, des boucles d'oreilles, et des perles. Elle était avec un homme qui était dans le salon. Je lui ai",Fatigué
2131,"Ce matin, je ne suis pas rentré. Je suis allé chez ma sœur, elle m'a dit qu'elle était partie à l'école. Elle ne m 'a pas dit où elle allait. Il n'y a rien que je",Content
2132,"Ce matin, je me suis levé tôt, et j'ai regardé dans la cour, à l'heure du dîner. J'avais un petit chien dans les bras, qui me regardait fixement. Il était grand et fort, avec un gros",Relaxé
2133,"Ce matin, je n'ai pas dormi. Je suis allé au bureau de l'avocat, il a dit qu'il allait se faire un peu d'argent. Et je suis revenu ici. Il y avait une femme, elle était dans",Paisible
2134,"Ce matin, je me suis dit: ""Il faut qu'il y ait un moyen d'y arriver, et je vais essayer"". Je n'ai pas hésité. Je me disais: C'est le seul moyen, mais je ne suis",Enervé
2135,"Ce matin, je me suis réveillé à l'hôpital avec une infection des reins. Je suis allé à la pharmacie, et je suis tombé sur un morceau de papier qui a été trouvé dans la poche de ma veste. J'ai pensé que c",Fatigué
2136,"Ce matin, je l'ai trouvée dans son lit. Je ne sais pas comment elle a pu s'endormir. Elle a dit que ça luisait. J'étais avec elle et elle s 'est endormie. Mais elle ne s""est",Fatigué
2137,"Ce matin, je suis allé à la fête de la Fédération des Sociétés de Football de l'Ouest. Je voulais voir comment ça se passait. J'ai vu le match de football. C'était un match amical. Il y avait des gens",Neutre
2138,"Ce matin, je me suis levée à 4 h 30 pour aller au cinéma. J'ai fait du shopping, j'étais prête à tout. Je suis allée au ciné, on a regardé des films. On a vu des trucs que j've",Frustré
2139,"Ce matin, je ne me suis pas encore couchée. J'ai vu un homme sortir de la rue. Il portait une veste bleue. Et je l'avais vu entrer. Je ne pouvais pas le laisser entrer, il était là. Vous êtes",Paisible
2140,"Ce matin, je suis allé à la gare, et j'ai vu un homme qui était dans une voiture de police. Il m'a dit que j 'étais fou. Je suis entré dans la voiture et il m 'a suivi. J",Stressé
2141,"Ce matin, je suis allée chez le coiffeur. J'ai trouvé le type qui me les a achetées. Il est venu me voir et m'a dit: ""C'est le meilleur coiffeur du coin"". Il a dit que c'était",Enervé
2142,"Ce matin, je suis venu te voir, et tu m'as dit que tu avais été un peu surpris. Je ne voulais pas te contrarier, mais... Je voulais te dire que... je t'aime. Tu es ma fille, tu",Enervé
2143,"Ce matin, je n'avais pas de nouvelles de vous. Vous ne savez pas où j'ai été? J'étais avec mon fils. Il a été tué. Je n 'ai pas eu de vos nouvelles. J 'étais dans un",Enervé
2144,"Ce matin, je suis allé chez la coiffeuse pour lui faire une surprise. Elle a dit que je ne devais pas sortir. Tu ne sors pas? Tu as peur de sortir? Il y a une porte fermée, mais je peux entrer. Je",Heureux
2145,"Ce matin, je me suis réveillé en plein milieu d'un dîner, et je ne sais pas pourquoi. Je me demandais si je pouvais vous parler. J'ai entendu dire que vous aviez un nouveau rendez-vous. Et je vous ai dit",Motivé
2146,"Ce matin, je suis allée à la fête de la famille de ma mère, et j'ai trouvé ça sur la table de nuit. J'avais oublié de dire que je n'étais pas là. C'est un peu bizarre, mais",Motivé
2147,"Ce matin, je me suis dit: ""Pourquoi pas?"" Je me souviens d'une chose: J'ai une femme et un fils. Je ne sais pas, mais je suis sûr que c'est la bonne. Tu ne l'as",Frustré
2148,"Ce matin, je suis venu à pied de la maison de mon père. Il y a des gens qui sont venus me voir. Je leur ai dit que je ne voulais pas rester. Ils m'ont dit de rester, mais j'ai été",Fatigué
2149,"Ce matin, je l'ai vu, il a fait une crise. Il a commencé à parler, à se débattre, et il m'a dit: ""Je suis un peu fou"". Il ne m 'a pas dit un mot. Je",Content
2150,"Ce matin, je me suis levé, et j'ai trouvé un peu de boue sur mon pantalon, mais je l'avais bien mérité. Je me rappelle qu'il y avait un mois, javais un ami qui m'avait dit:",Heureux
2151,"Ce matin, je suis allée chez le docteur, il m'a dit que j'avais des douleurs à la poitrine et qu'il voulait me faire une opération. Il m 'a demandé si j 'avais une petite amie. ""Vous voulez",Fatigué
2152,"Ce matin, je suis allée à la maison de ma grand-mère. J'ai eu un appel de la police, ils m'ont dit qu'ils avaient retrouvé un corps. Je suis rentrée, et j'en ai trouvé un autre",Neutre
2153,"Ce matin, je me suis réveillé, et je ne sais pas comment je suis arrivé ici. Je me sentais très mal, mais je crois que je vais bien. J'ai besoin de toi, maintenant. On peut se voir demain soir? Tu",Paisible
2154,"Ce matin, je suis allé voir mon père. Je suis resté un peu plus longtemps. Tu as été très bon, papa. Et je n'ai pas été mauvais. J'aurais pu être bon. Il a dit que j'étais le",Content
2155,"Ce matin, je suis allé chez le dentiste. Il a dit qu'il avait vu un homme avec un masque. Je ne peux pas croire que tu aies fait ça. On doit parler à la personne qui a tué ton père. Tu es le",Enervé
2156,"Ce matin, je vous ai vu dans la salle de bains. Vous n'avez pas dormi, nausées et vomissements. J'ai dû me tromper de lit. Je n'sais pas pourquoi vous m'y avez mis. On a",Motivé
2157,"Ce matin, je suis venu ici pour voir si vous pouviez me dire quelque chose. Je suis désolé de vous avoir dérangé, mais je ne voulais pas vous déranger. J'ai été voir votre mère. Elle ne vous a pas dit qu'elle",Fatigué
2158,"Ce matin, je suis allé à la banque, et j'ai vu un homme qui avait un sac rempli de billets. Je me suis dit: ""Oh, mon Dieu, il va me tuer!"" Il m'a dit qu'il allait",Motivé
2159,"Ce matin, je n'ai pas pu dormir, car j'étais fatiguée. Je ne veux pas vous faire de mal, mais je ne peux pas. Ce n 'est pas une raison pour me faire du mal. Vous n""êtes pas",Content
2160,"Ce matin, je suis allé voir la mère de ce gars. Il est venu me voir et m'a dit que son fils était mort. J'ai dit à la police que je ne savais pas ce qui se passait. Ils ont dit qu",Neutre
2161,"Ce matin, je vous ai demandé de vous occuper de mes affaires, mais je suis occupé à m'occuper de votre santé. Je ne veux pas que vous preniez une décision qui vous donne des idées. Vous êtes en train de me dire que",Fatigué
2162,"Ce matin, je ne m'étais pas encore couché, et je me suis réveillé en sursaut, en entendant la voix d'une femme qui disait: ""Je suis malade!"" et qui, dans la nuit, me répétait: ""_Je ne suis",Relaxé
2163,"Ce matin, je n'ai pas eu le temps de vous remercier. Je ne suis pas le seul à vous aimer. J'aime votre fils. Et je ne le reverrai jamais. Vous avez vu la femme que j'aimais. Mais",Enervé
