id,commentaire,humeur
2468,"Je me sens,.... un peu... mal, mais je suis très bien. C'est une très bonne journée, et je voulais vous dire que j'ai fait un excellent travail. Je ne suis pas très bon, merci. J'",Enervé
2469,"Je me sens,.... très-bien; mais je ne puis me contenir. Je vais me mettre à genoux, je vais faire mon possible pour l'embrasser; et, si elle est bonne, elle me rendra mes baisers. --Vous êtes",Neutre
2470,"Je me sens,.... comme une bête de somme, dans l'impossibilité de rien faire. --Je ne sais, monsieur, répondit le docteur, mais je ne puis pas me résoudre à vous faire une pareille proposition. Il me semble que vous",Content
2471,"Je me sens,.... en train de me dire, que si j'avais eu la chance de faire quelque chose de bien, j 'aurais pu faire un bon père. Mais, je ne l'ai pas fait, parce que je me",Neutre
2472,"Je me sens,.... comme si je pouvais être la même chose, la plus semblable à ce qu'elle était, je ne sais pas comment je pourrais me faire à cette idée, mais je sens qu'll est une chose horrible, et je",Content
2473,"Je me sens,.... comme une bête qui s'en va, sans avoir rien vu de ce qu'elle fait. Je ne suis pas un animal, et pourtant, je suis un être humain. J'ai l'air d'",Frustré
2474,"Je me sens,.... Je suis comme une petite fille qui est devenue folle. C'est la seule chose que j'ai pu faire. Je me suis mis à courir dans les rues de New York pour trouver le moyen de rentrer. J",Neutre
2475,"Je me sens,.... Je sens que je suis en train de perdre le contrôle. J'ai l'impression que j'étais dans le coma. Je me suis réveillé en me réveillant. Le coma? Oui, je me souviens que",Relaxé
2476,"Je me sens,.... comme un homme qui se sent, comme une femme qui a perdu son mari, et qui, dans sa douleur, n'a plus que le désir de le revoir, de lui dire adieu. Mais je ne sais pas",Stressé
2477,"Je me sens,.... Je me suis sentie... comme si je ne me connaissais pas, comme s'il était possible que je me connusse moi-même. Je ne sais pas si j'ai jamais été aussi heureuse que quand j '",Content
2478,"Je me sens,.... très-content. Je ne sais pas comment je peux faire ça. J'ai peur de tout ce qui est arrivé. Il y a quelque chose qui ne va pas, mais je ne peux pas. On est",Heureux
2479,"Je me sens,.... plus faible que jamais, et je ne puis vous dire ce que je ressens. Je ne suis plus le même homme que j'étais il y a longtemps, j 'avais perdu la raison, je suis revenu, c",Heureux
2480,"Je me sens,.... Je me demande si je ne me trompe pas. Je ne sais pas si j'ai bien fait de me présenter, mais j'me sens bien, moi. C'est un petit peu tard pour moi, je",Fatigué
2481,"Je me sens,.... plus fort que jamais, plus libre de ma volonté, et je ne puis plus m'en passer. Mais je suis si loin de la vie, que je voudrais bien savoir où est le bonheur!.... Oh! je",Content
2482,"Je me sens,.... comme si je ne savais pas que je vais mourir. Je ne sais pas si c'est une bonne chose, mais je suis là, et je me suis senti si seul. Et je pense que cest important pour",Frustré
2483,"Je me sens,....... tellement mieux. Je ne sais pas ce qui va se passer, mais je sais que je dois y aller. Tu as besoin de moi pour quelque chose, d'accord? Tu es sûr que tu ne veux",Stressé
2484,"Je me sens,.... si bien, que j'ai besoin de me reposer. Je suis fatigué, j'me repose. Tu as l'air fatigué. J'vais te donner un coup de main. Ça me fait mal de te",Motivé
2485,"Je me sens,.... Je me demande si ce n'est pas la peur qui m'a poussé à faire ce que je voulais faire. Et j'ai envie de me sentir bien, d'être bien. Mais je ne peux pas",Content
2486,"Je me sens,.... comme si je l'avais oublié. Mais je me suis dit que je ne devais pas le faire. Et je voulais que tu saches que si tu le fais, je serai heureuse. Je suis désolée, mais j'",Content
2487,"Je me sens,.... Je me suis senti... Je sens que j'ai un truc à te dire. Je sais que tu n'es pas très douée avec les mots. Tu es douée pour les choses. J'aime les gens qui",Content
2488,"Je me sens,.... un peu mal à l'aise de te parler de ça. J'ai juste besoin de savoir que tu vas bien. Tu sais, j'aurais besoin que quelqu'un m'aide à me sentir mieux.",Motivé
2489,"Je me sens,.... un peu gêné. Je ne peux pas dire non à la vie. Mais je ne veux pas qu'elle soit trop compliquée. Et je veux que tu saches que je n'ai pas à me sentir obligé. J",Paisible
2490,"Je me sens,.... en train de me dire que je vais avoir un bébé, et que j'ai besoin de temps pour moi. Je suis sûre que tu vas le faire, mais... Je vais le prendre, d'accord? Et",Paisible
2491,"Je me sens,.... très-fâché, très embarrassé, et je ne sais comment me consoler de ce que je n'ai pas eu le bonheur de vous revoir. Je ne vous écris pas de mes nouvelles; j'en ai",Enervé
2492,"Je me sens,.... comme un étranger, comme une étrangère. J'ai besoin de vous pour me rendre compte de la situation. Je vous ai vu avec des yeux qui vous regardaient. Vous êtes un être étrange, un monstre, une créature",Stressé
2493,"Je me sens,.... Je ne sais pas, je me suis dit: ""Je ne vais pas rester ici. Je vais rester là"". Et j'ai pris le train. C'est là que je suis arrivé. J'étais dans",Frustré
2494,"Je me sens,.... comme un oiseau, en train de me dire: ""Tu vas faire de moi un homme"". Je me suis dit:  Je ne sais pas, je ne veux pas me marier. Je n'ai pas",Frustré
2495,"Je me sens,.... très-bien, très bien; mais je ne puis plus me tenir; je me suis fait une grande habitude de me promener avec un habit neuf, un gilet de velours et une culotte de soie. Je ne sais pas",Motivé
2496,"Je me sens,.... comme un enfant. Et j'ai peur de te perdre. Je ne veux pas te quitter, mais je veux que tu sois heureux. C'est ce que je t'avais promis, et je ne peux pas",Fatigué
2497,"Je me sens,.... comme si j'étais un ange, et je ne sais pas si je suis un homme. Je ne suis pas un démon, je n'ai pas de nom. Et je sais que c'est le pire des",Relaxé
2498,"Je me sens,  et je ne sais quoi, comme si j'étais un jouet. Je suis très content d'avoir été avec toi, et je te promets que je serai très heureux. Tu es très bien, maintenant. J",Frustré
2499,"Je me sens,.... comme un enfant qui ne sait pas qu'il est là, et qui a peur de ne pas y être. --Mais, mon ami, vous n'avez pas peur? --Non, mais je ne suis pas",Enervé
2500,"Je me sens,.... comme si j'avais été la proie de quelque cauchemar. Mais, quand je me suis réveillé, j 'ai vu un visage dans la rue. Je n'ai pas pu le voir. J 'étais dans l",Enervé
2501,"Je me sens,.... comme si je pouvais voir l'homme qui a tué mon père. Il est en train de mourir, il est mort, et il ne peut pas le faire. Et tu penses que je ne le sais pas? J",Frustré
2502,"Je me sens,.... très-fatigué de ce qui se passe. Je suis très ému de la mort de votre mari. J'espère que vous n'êtes pas malade. Vous devez être très malade, je vais vous dire ce",Relaxé
2503,"Je me sens,.... comme un enfant. C'est le plus beau moment de ma vie. J'ai une famille à nourrir. Je ne sais pas comment tu as pu me faire ça. Il y a quelque chose que tu dois savoir",Motivé
2504,"Je me sens,.... si fort que je suis comme un homme mort. --Eh bien! alors, dit-elle, je vous demande pardon, j'ai fait ce que vous m'aviez promis. Mais je n'y pensais pas",Fatigué
2505,"Je me sens,.... Je ne sais pas si c'est une bonne idée de me marier. Je suis sûre que ça ne va pas vous faire de mal. Et je sais que je ne suis pas prête pour ça. Mais vous devez comprendre",Neutre
2506,"Je me sens,.... Je suis en train de perdre la tête, je suis tellement fatigué, que je ne peux plus bouger, et je n'arrive pas à me lever. Je pense que nous avons tous nos moments de répit. J'",Content
2507,"Je me sens,.... si jeune, si beau, que j'ai envie de pleurer. "" "" Et le voilà parti, le coeur plein de larmes. Je le trouve bien heureux de ne pas le quitter. J'en suis sûre,",Frustré
2508,"Je me sens,.... Je me suis senti... Je suis heureux que vous soyez venu. Je veux que ce soit la première fois que je vous vois. Vous êtes la plus belle femme que j'ai jamais vue. Et je veux être avec",Motivé
2509,"Je me sens,.... très-bien. ""Je suis très, très heureux de vous voir, monsieur, et je suis bien aise que vous soyez bien; je vous remercie de votre bon avis, mais j'ai peur que ce ne soit",Motivé
2510,"Je me sens,....  plus mal. J'ai eu une crise d'angoisse. Je n'aurais pas dû venir. C'est toi qui as voulu que je vienne. Tu m'as dit que tu ne voulais",Motivé
2511,"Je me sens,.... comme un petit chien, à côté de ce que j'ai vu hier soir. Je ne veux pas être seul, je veux que tu sois là. Il est tard, tu as besoin de te reposer. Tu es",Neutre
2512,"Je me sens,.... Je me demande si je ne suis pas un peu fou, ce soir. Je vais vous faire un petit cadeau. Une boîte de pilules. Il n'y a pas de pilule dans cette boîte. Elle a été prise",Paisible
2513,"Je me sens,.... plus fort que jamais, plus proche de toi que si j'étais ta mère, et je suis là, avec toi, pour te dire que je t'aime. Et je veux que tu sois là pour moi.",Frustré
2514,"Je me sens,.... comme si je me noyais. Mais c'est une autre vie. J'ai peur de mourir, je ne sais pas ce que je suis, mais je peux mourir. C'était une femme très belle.",Stressé
2515,"Je me sens,.... très bien, très fort, et je ne veux pas m'en séparer. "" "" C'est bien. Je vais meller un cheval. Il n'y a pas de quoi. J'ai besoin d",Neutre
2516,"Je me sens,.... plus proche de toi que jamais. Et je me suis toujours senti proche d'elle. Je me souviens de cette nuit, et je ne voulais pas te perdre. J'ai vu ce que tu as fait à ma",Frustré
2517,"Je me sens,.... si faible, si oppressé, que je ne peux pas me tenir debout; et, comme si le temps était venu de m'en aller, je me retourne et me cache. Je ne sais pas si je suis",Stressé
2518,"Je me sens,.... comme si j'avais un autre monde à faire tourner. Mais il y a tellement de choses que je ne comprends pas. Il y en a d'autres que j'veux faire. Je suis un peu comme un",Fatigué
2519,"Je me sens,.... si faible, si oppressé. Je suis comme un enfant qui pleure. Et je suis si malheureux, que je ne puis pas pleurer. "" "" Je ne veux pas que vous soyez malheureux. J'ai peur de",Fatigué
2520,"Je me sens,.... très-bien. Je vous remercie de l'intérêt que vous prenez à mon service. Il est vrai que je ne suis pas du tout en état de me servir d'une arme, et que j'ai besoin",Paisible
2521,"Je me sens,.... Je ne veux pas qu'on se moque de moi. Je veux que tu sois heureuse. Tu es une personne très belle. Et je ne suis pas si belle que ça. Alors, tu es vraiment une femme merveilleuse",Enervé
2522,"Je me sens,.... un peu mal... J'ai eu un coup de soleil et je me suis mis à pleurer. Je ne sais pas si je dois pleurer ou pleurer, mais je sais que c'est la seule chose qui me retient",Stressé
2523,"Je me sens,.... un peu plus en sécurité avec vous. Je ne peux pas m'empêcher de penser que je vais vous perdre. Mais je ne sais pas si vous le savez, mais vous n'êtes pas la seule à me vouloir",Relaxé
2524,"Je me sens,.... très-fâché de ce que je viens de vous dire. Je ne puis m'empêcher de penser que vous êtes un peu injuste, et que votre conduite est bien injuste. --Je ne sais pas, dit",Enervé
2525,"Je me sens,.... comme un enfant, comme une femme. Il n'y a que toi qui puisses comprendre. Je ne suis pas une fille, je suis une mère. Tu es une enfant! Et je ne t'ai pas demandé",Frustré
2526,"Je me sens,.... comme un enfant. Et je me demande si je pourrais être capable de le faire. C'est juste que je ne suis pas sûr que tu puisses. Je ne peux pas te dire combien je suis désolé. Tu sais",Relaxé
2527,"Je me sens,.... comme si j'étais en train de mourir. Je suis si fatiguée, je ne peux pas dormir. Tu ne veux pas me donner un petit quelque chose? Je ne suis pas un peu vieux pour être vieux? Tu",Relaxé
2528,"Je me sens,.... très-fâché de la mort de mon père, et je n'ai jamais pensé que je pourrais jamais lui survivre. Je suis sûre qu'il est encore en vie. Mais il est dans le monde des",Neutre
2529,"Je me sens,.... Je ne suis pas encore prêt à l'admettre, mais... je sais que c'est dur de vivre avec toi. Tu es si proche de moi. Et je veux que tu saches que je t'aime.",Frustré
2530,"Je me sens,.... Je me demande comment ils vont pouvoir s'en sortir. Ils sont en train de faire un bébé. C'est comme ça que ça marche, n'importe quand. Je suis désolée, mais j'ai besoin",Heureux
2531,"Je me sens,.... comme un homme, dans une situation de la plus grande importance, et je me suis laissé aller à un sentiment de respect et d'affection pour vous. ""Vous m'avez fait l'honneur de me demander si",Heureux
2532,"Je me sens,.... Je sens que je suis dans un endroit où je ne suis pas seul. Tu as besoin de moi, et je veux que tu me soutiennes. Je veux être un meilleur père, un mari et une femme. Et",Motivé
2533,"Je me sens,.... comme un homme qui a des remords, et qui ne veut pas se laisser abattre par l'idée d'un crime, par une idée fixe, dût-il se tuer pour moi.... --Je vous comprends,",Enervé
2534,"Je me sens,.... un peu comme un enfant qui a besoin d'un bon coup de poing. Je ne suis pas un bébé, mais je ne peux pas m'empêcher de penser que je suis le plus grand bébé que j'ai",Motivé
2535,"Je me sens,.... Je ne sais pas si je pourrai jamais m'en sortir. Je n'ai pas eu le temps de me préparer. Tu ne peux pas être là. C'est comme si tu étais là, dans ta chambre",Frustré
2536,"Je me sens,.... comme si j'avais une sorte de maladie. Je ne peux pas croire que tu sois si mal. C'est juste que je ne sais pas comment je vais m'en sortir. J'ai besoin que quelqu",Enervé
2537,"Je me sens,.... comme une âme en peine. Mais, hélas! je n'ai plus la force de vivre, et je suis comme un homme qui se sent mourir. Je me suis juré que je ne souffrirais plus jamais. C",Frustré
2538,"Je me sens,.... Je me suis sentie, j'ai été malade, je me souviens, mais je n'y ai pas cru. Et puis, il y a une chose que je ne peux pas vous dire, c'est que",Motivé
2539,"Je me sens,.... Je sens que je vais avoir un enfant. C'est ce que j'ai fait avec mon mari. Et j'suis désolée de t'avoir fait attendre. J'avais besoin de te voir, mais je",Enervé
2540,"Je me sens,.... comme un enfant, comme une femme, et je suis si heureuse d'avoir une telle mère, que je voudrais pouvoir lui donner une mère. Elle m'a donné la mort. J'ai été si malheureuse,",Fatigué
2541,"Je me sens,  et je suis sûr que ce n'est pas une bonne idée, de faire une chose pareille. Je vais vous donner des détails, et vous m'en ferez part. "" ""Je ne sais pas ce que",Content
2542,"Je me sens,.... si heureux de te revoir. Je t'ai cherché partout, et j'en ai trouvé une qui m'a été donnée par une amie de ta mère. J'aurais voulu te la donner, mais je ne",Stressé
2543,"Je me sens,  mais je suis trop fatiguée pour continuer. Je vais faire de mon mieux, mais... Je ne peux pas vous aider, c'est trop dangereux. C'était l'idée de la police. Ils m'",Neutre
2544,"Je me sens,.... Je me souviens que je me suis sentie si bien, si heureuse, que j'ai fait un rêve affreux. J'étais si malheureuse, j""ai rêvé que... que ce serait un jour... un autre...",Frustré
2545,"Je me sens,.... comme si j'avais fait quelque chose de mal. Je suis désolée, mais je ne peux pas. J'ai eu peur que tu me fasses du mal, et que je te laisse partir. C'est pas",Motivé
2546,"Je me sens,....  en train de me dire que, si je pouvais me rendre compte, moi, que je suis un homme, je ne le pourrais pas, et que c'est le plus difficile. J'ai été",Neutre
2547,"Je me sens,.... en train de faire des bêtises. Vous êtes vraiment une belle femme, vous, et je suis sûr que vous avez beaucoup d'admirateurs. Mais vous ne pouvez pas m'en vouloir d'""être trop exigeante"".",Heureux
2548,"Je me sens,.... Je suis très-fâché, et je suis désolé, mais je ne peux pas m'en empêcher. Je me suis dit que j'avais peut-être besoin de temps pour réfléchir. C'est le",Enervé
2549,"Je me sens,.... très-mal à l'aise, je ne sais pourquoi, tout à coup, comme si la mort de mon père, la perte de ma mère, de mes frères, me laissiez seule dans cette maison,",Stressé
2550,"Je me sens,.... si coupable, que je n'ai pas pu la laisser seule. Je me suis juré de ne plus jamais la revoir. ""Je suis resté avec elle jusqu'à ce qu'elle soit morte. Elle était une",Frustré
2551,"Je me sens,.... Je me suis sentie très bien, très mal, je me sentais très... très très malade, et je n'ai pas pu m'en empêcher, parce que je suis très fatiguée, j'étais très nerveuse.",Frustré
2552,"Je me sens,.... très-bien; mais, en attendant, j'ai une lettre à écrire à ma mère, et je vous prie de me la donner en mains propres, si vous le pouvez. --Mais, madame, vous ne",Frustré
2553,"Je me sens,.... très-bien, je le jure, plus léger que jamais. --Vous avez raison, monsieur, dit-elle. Je suis un peu fatiguée, mais je vais m'en aller. Elle s'éloigna,",Content
2554,"Je me sens,....  très bien, très bien; je suis très heureux, je me suis bien conduit, et je ne suis pas fâché de vous voir heureux. --Ah! mon Dieu, mon cher, que je vous aime",Motivé
2555,"Je me sens,.... comme si j'étais dans un rêve... et je me réveille, et j'me sens si heureux... Je suis si content, tout à fait heureux! Il y a des moments où je n'ai pas le",Content
2556,"Je me sens,.... comme si je n'avais jamais vu de si beaux yeux. Je me demande si j'aurais pu être plus heureuse. Et je me dis: ""J'ai bien fait de ne pas me marier. J'",Content
2557,"Je me sens,.... en train de me dire, qu'il y a un problème. Vous avez dit que vous vouliez faire un petit voyage. Et bien, je suis venu pour ça. Je suis ici pour vous aider, et je ne",Enervé
2558,"Je me sens,.... très-bien, et je suis très aise que vous m'ayez fait connaître ce que j'ai appris de votre voyage. ""Je n'avais pas encore eu le temps de me remettre de mon émotion; mais",Heureux
2559,"Je me sens,.... Je me suis sentie si heureuse, si seule, et je me sentais si... si malheureuse. J'ai cru que j'allais mourir, mais je ne me souviens pas. Je ne veux pas me souvenir. Il",Frustré
2560,"Je me sens,.... comme si j'étais un monstre. Je ne sais pas si je peux supporter ça. Tu n'es pas comme ça, tu ne le sais même pas. Et bien, je ne peux pas m'empêcher de",Paisible
2561,"Je me sens,.... comme une petite fille qui se réveille en sursaut, et qui n'a pas même la force de se lever. --Ah! ah! fit-elle en se retournant vers son mari, c'est vous, mon",Motivé
2562,"Je me sens,.... comme si je venais d'une autre planète. C'est pour ça que je me suis rendu compte que c'était une planète en orbite autour de la Terre. Je n'ai jamais pensé que ça serait si",Relaxé
2563,"Je me sens,.... comme un homme qui se fait une place dans la vie, et qui est un peu de l'espèce humaine, mais qui, dans les circonstances où il est, ne peut être qu'un homme; je me trouve",Enervé
2564,"Je me sens,.... comme si je n'étais pas le seul à l'avoir vue. Je me souviens d'une fois, j'ai vu une jeune fille, et elle était assise sur le lit. Elle était belle, elle",Heureux
2565,"Je me sens,.... plus forte que jamais, plus sûre de moi-même. Je suis bien sûre que c'est ce que je veux. Mais je ne peux pas le supporter. J'ai peur de la vie, de tout,",Paisible
2566,"Je me sens,.... un peu faible, mais je suis un homme de parole, et je ne suis pas un sot, je vous jure. --Vous êtes un imbécile, mon ami, dit le comte en s'adressant à son fils.",Motivé
2567,"Je me sens,.... Je sens que je vais mourir. Je vais me faire une amie. Tu sais, je suis vraiment désolée. Et je ne veux pas que tu penses que j'ai fait quelque chose de mal. Mais je veux que",Frustré
2568,"Je me sens,.... plus à l'aise, plus en sécurité, à la vue de ce que j'ai vu. Mais j 'ai besoin de toi. Je suis désolé, je ne peux pas. J'avais peur de te",Enervé
2569,"Je me sens,.... si jeune, si belle, que je n'ose plus me rappeler la vie que j'ai menée, ni la pensée qui m'est venue de vivre, de souffrir et de mourir. Il me semble que ce",Fatigué
2570,"Je me sens,.... comme un enfant. Je n'ai jamais connu de fille aussi belle. J'avais un petit garçon, mais je ne l'aimais pas. Il ne m'aimait pas, il n 'aimait que moi.",Relaxé
2571,"Je me sens,.... Je me suis sentie, comme vous le voyez, en proie à un violent accès de fièvre, à la plus vive agitation, et je me demande si je n'ai pas eu, dans ces moments-là, quelque",Motivé
2572,"Je me sens,.... Je suis un peu confus, mais je ne veux pas que tu t'en ailles. Je ne peux pas, je suis fatigué. Tu sais, tu devrais rentrer à la maison. Non, ne t 'en",Heureux
2573,"Je me sens,.... comme si, à la suite de cette scène, je n'avais pas eu le temps de m'expliquer. Je suis si triste de n 'avoir pas pu me rendre compte de ce que je souffrais. J",Fatigué
2574,"Je me sens,.... comme si j'étais la mère d'un homme. Je suis un homme, et je suis prêt à faire ce que je veux. J'ai été dans l'armée pendant plus de 20 ans, je peux",Motivé
2575,"Je me sens,.... si heureuse d'être à la fois la mère et la fille de ce grand homme! --Oh! mon Dieu! s'écria le jeune homme, ne me demandez pas cela, je suis bien heureuse de vous voir",Frustré
2576,"Je me sens,.... comme si je me sentais, comme, de nouveau, en présence de la femme que j'aime, et qui me fait, avec une telle puissance de volonté, le plus grand sacrifice, la plus grande jouissance, que",Relaxé
2577,"Je me sens,.... très-bien, et je ne m'étonne pas que vous ayez eu à me parler si froidement. Je vous ai vu hier au soir, vous mentez, je vous en remercie, mais je n'ai pas",Paisible
2578,"Je me sens,.... un peu triste de me voir ainsi. Je me suis promis de ne plus me faire remarquer, et je ne m'en fais pas faute. --Je ne vous dis pas cela, dit la duchesse, qui se leva",Relaxé
2579,"Je me sens,.... si bien en train de me faire un plaisir, que je me suis promis de ne pas me mettre en travers de la route. ""Tais-toi, tais- toi, tu vas te faire mal, et je",Fatigué
2580,"Je me sens,.... comme une personne qui a perdu sa maison. Il y a des gens qui ne sont pas des personnes. Ils sont des choses. Des choses que nous sommes. Et je pense que vous êtes un homme très spécial. Vous",Paisible
2581,"Je me sens,.... en proie à une agitation si violente, que je ne peux m'empêcher de mouvoir des larmes. ""Mon père, lui dis-je, ne me reconnaissez-vous pas? --Non, répondit-il",Content
2582,"Je me sens,.... Je me suis sentie, je me sentais, j'ai voulu m'en aller; mais je ne peux plus me passer de toi, tu ne me verras plus. Je ne veux pas que tu me voies, que",Content
2583,"Je me sens,  je ne sais pas pourquoi, très-fâché de ce qui m'arrive, et je ne puis me décider à le faire. Je ne veux pas me laisser aller à cette idée, mais je suis très",Heureux
2584,"Je me sens,.... plus que jamais, plus seul, que je ne puis plus rien pour toi, et je te demande pardon. --Je ne te comprends pas, mon ami, dit le vieillard; tu ne m'as pas dit tout",Paisible
2585,"Je me sens,.... comme une chose morte. J'ai vu un homme, il y a quelques années, qui était un vrai gentleman. Je ne sais pas, peut-être qu'il avait une sorte de... de petite... sorte",Fatigué
2586,"Je me sens,.... en train de faire le bien, et je me dis que je ne suis pas digne de l'amour de ma femme. Je ne sais pas si je suis digne d'aimer une femme qui a tant d'_amour",Content
2587,"Je me sens,.... un peu honteux de ma situation. Mais je vous ai vu avec un autre homme. Il y a des gens qui vous aiment. Ils vous respectent, ils vous ont élevé. Vous êtes un bon fils, et vous êtes",Paisible
2588,"Je me sens,.... comme un chien qui aboie. Je me dis: ""Mais qu'est-ce qu'll a, ce chien?"" Je lui dis que c'était pas un vrai chien. J'ai envie de lui donner",Neutre
2589,"Je me sens,.... un peu gêné, de m'être ainsi laissé aller à cette sorte de contradiction. Je suis un homme, je n'ai jamais eu d'autre pensée que celle de me trouver dans une situation où je me trouve",Enervé
2590,"Je me sens,.... Je suis comme une bête blessée, je ne peux pas m'arrêter, et je veux m 'échapper. Je vais me rendre à l'évidence. Et si je vous disais que je suis un homme? Et que",Enervé
2591,"Je me sens,.... comme une masse de cendres qui se consument. Je ne sais pas pourquoi je suis venu ici. Et je ne me suis jamais senti aussi bien. Vous avez été à la recherche d'un remède. Mais je n",Heureux
2592,"Je me sens,.... très-bien. Je suis bien, très bien. Et je suis très heureuse que vous soyez là. Vous êtes très beau, vous êtes un très bon danseur. Il n'y a pas d'autre moyen pour",Motivé
2593,"Je me sens,.... comme si j'avais été un enfant de la terre, un petit enfant d'un peuple, qui ne m'a pas vu naître. Je n'ai pas le coeur de me souvenir que je suis né en",Stressé
2594,"Je me sens,.... très-bien. Mais je n'ai pas le temps de vous expliquer, je vous en prie. Je vous demande seulement de m'excuser si je ne vous ai pas dit tout ce que je savais sur l'",Fatigué
2595,"Je me sens,.... Je sens que je vais mourir, mais je ne veux pas mourir. Je ne sais pas ce qui est pire, ce que c'est, ou ce qu'il y a dans ma tête. Ce qui m'",Motivé
2596,"Je me sens,.... Je ne sais pas ce que je fais ici, mais je suis venu ici pour faire la paix avec vous. Vous devez être un homme de parole, mon ami. Je suis ici parce que vous avez besoin de moi.",Fatigué
2597,"Je me sens,.... très-fâché de ce que je viens de dire. Je ne sais pas si je suis bien aise d'avoir un peu de ces idées-là. J'ai fait une sottise, je crois,",Heureux
2598,"Je me sens,  et je sens que je ne suis pas assez bien pour toi. J'ai des choses à te dire. Je ne veux pas que tu meures. Tu es un enfant, et je suis un homme. Mais",Frustré
2599,"Je me sens,  à la fin, un peu confus. Il y a longtemps que je ne l'ai vu, mais il n'est pas très-joli. Je suis très triste de ne pouvoir le voir. J'",Neutre
2600,"Je me sens,.... très-fâché de ce qui m'arrive, et je ne puis mouvoir; je n'ai pas le courage de me plaindre; j'en ai trop vu, trop entendu, pour ne pas m",Content
2601,"Je me sens,.... comme un petit chien. J'ai fait ce que j'avais à faire, et j'me suis battu. Je me suis fait tabasser par des chiens. Ils ont pris mon bébé. C'est pour",Content
2602,"Je me sens,.... un peu plus... Je me suis mis à pleurer, et, comme je ne voulais pas que tu viennes, j'ai mis un châle sur mon épaule, pour que la mère et la fille ne s'",Motivé
2603,"Je me sens,.... si faible, si malade, que je ne peux plus m'occuper de rien. J'ai tant souffert, j'avais si peu d'espoir, et j'me sens si mal! --Je ne sais",Heureux
2604,"Je me sens,.... comme si j'étais en train de mourir. J'ai vu le visage de mon père et je me suis dit que ce serait mieux si je pouvais le voir. Mais il n'y a rien que je puisse",Fatigué
2605,"Je me sens,.... Je sens que je dois être très heureux. Je me dis: ""Je vais me marier"". J'ai une bonne nouvelle. Tu es mariée. On va se marier. C'est ça, être mariée? Je",Neutre
2606,"Je me sens,.... si heureuse de vous voir! --C'est que je ne vous connais pas, dit-elle en souriant. --Alors, vous ne m'avez pas encore parlé de votre mère? --Non. Je suis venue",Content
2607,"Je me sens,.... comme un homme qui a passé toute sa vie dans une solitude et une contemplation sans bornes. J'ai toujours pensé que, dans les jours de solitude, il ne pouvait y avoir de bonheur qu'en dehors de la",Stressé
2608,"Je me sens,.... très-fâché de ce que tu as fait. Tu as vu ce qu'il t'a fait? Je me suis dit que j'étais peut-être un peu bête. J'ai vu que",Relaxé
2609,"Je me sens,.... comme une femme qui ne peut se défendre de sa présence, qui, par sa seule présence et par la force de son caractère, est dans l'impossibilité de se contenir. Je ne sais pas si je dois me plaindre",Heureux
2610,"Je me sens,.... très-bien"". Je lui dis: ""C'est la première fois que je viens à Paris, je suis très bien. Je suis chez un grand seigneur, un seigneur très riche, qui est riche aussi. Il",Enervé
2611,"Je me sens,.... Je me souviens d'un moment où je me suis dit que je devais faire ce que j'avais à faire. Je ne pouvais pas, je ne voulais pas faire quelque chose de mal. J'ai pris un",Enervé
2612,"Je me sens,  je ne sais comment, un peu trop jeune pour me marier. Je suis si vieux, si faible, que je ne puis pas m'empêcher de penser à vous, et je me demande comment je pourrais vivre sans",Enervé
2613,"Je me sens,.... comme si je n'étais pas là pour me plaindre. Je ne sais pas si vous êtes encore là, mais vous allez me manquer. C'est bon, je vous remercie. Mais je ne vous en veux pas",Relaxé
2614,"Je me sens,.... comme un étranger, et je sens que j'ai besoin de me rappeler que je suis un être humain. J'étais dans un monde où il n'y avait pas de lois, pas d'ordre, ni",Enervé
2615,"Je me sens,  mais je suis bien plus forte que je ne l'ai jamais été. Je ne suis pas une femme, mais une personne. Et je crois que si je léchais quelqu'un, je pourrais me tuer",Content
2616,"Je me sens,.... plus proche de la mort. J'ai besoin de ton aide, d'accord? J'me sens pas très bien. Je vais te donner un sédatif. Tu ne veux pas que je t'aide?",Stressé
2617,"Je me sens,.... comme si je me sentais en présence de quelque chose qui me dépasse. Je me demande si ce n'est pas un rêve. C'était la nuit dernière, j'étais là, en train de regarder le ciel",Paisible
2618,"Je me sens,.... comme si j'étais un fantôme. Je ne sais pas ce que j 'ai fait, mais j""ai tout fait pour me sortir de là. C'est comme ça que tu t'en sors? Je",Frustré
2619,"Je me sens,.... en colère contre toi, et je suis très fâchée contre lui. Il a fait ça pour moi. Tu es la seule à pouvoir le faire. J'ai besoin que tu me dises ce qui se passe. Je",Stressé
2620,"Je me sens,.... très-bien, et je me demande pourquoi je n'ai pas de quoi vous remercier. J'avais bien envie de vous le dire. Vous êtes un homme très aimable, très, beaucoup de bien. --Et",Content
2621,"Je me sens,.... très-content de vous, madame; mais je ne puis m'empêcher de penser que vous êtes une femme de beaucoup d'esprit et d'_esprit_. Je n'ai pas besoin de dire que je vous",Heureux
2622,"Je me sens,.... comme un enfant qui se laisse aller, sans avoir rien à faire, à des choses qui lui paraissent bien petites, mais qui ne l'amusent pas. Je suis si heureux, que je voudrais bien être seul avec vous",Stressé
2623,"Je me sens,.... un peu, je ne sais pas, très-fâché, et je suis tout à fait d'accord avec ce que je vous dis. Mais, mon cher ami, vous ne vous êtes pas trompé, il",Fatigué
